date,All in QQQ,All in VGT,Top 5,Top 10,Top 15,Top 20,Top 25,Top 50,Top 75
2023-09-26,232684.4798945782,235131.78195305797,263642.55587562756,257255.05062349985,255759.71223314526,253046.24964508752,251176.83742840015,247190.0616904979,244479.9296195021
2023-09-27,234229.7257156333,236855.43034963735,264239.33584991563,258110.59964290276,256709.41621532093,254098.87079103308,252294.57438218137,248442.84022390802,245784.6607872192
2023-09-28,236189.14628416847,238873.30375354533,265409.84291327477,259337.93785455992,258000.63171646686,255477.72274381862,253682.61742390398,249987.67613746124,247414.47404746004
2023-09-29,236360.61682832532,239815.39814163363,266480.41877060995,260410.71920994893,258995.8409452047,256390.24780649407,254601.84056860767,250777.39898786353,248158.17276857
2023-10-02,238333.24476502163,242023.4055681086,270950.5846104576,264628.52808724536,262882.68415961275,260053.96251139935,258100.3708782849,253922.99928238813,251120.39159973213
2023-10-03,234150.6043659053,237422.50238643461,266362.080579863,260100.24584823695,258422.0116310133,255658.22194707484,253751.18367860827,249595.4590326024,246820.16386868202
2023-10-04,238337.0201514177,241162.24055398675,270462.11383726465,264084.8094997511,262404.38253374124,259677.86370683415,257797.6652308087,253653.78789515243,250823.09250284053
2023-10-05,237634.7794222119,241371.1621834305,272046.32999743044,265401.558454733,263547.6912547509,260715.50199674934,258771.24074666822,254403.19440739494,251470.79388517526
2023-10-06,241616.46029831405,246211.84811227882,277120.029445876,270316.13067314634,268370.0035290573,265482.5788301903,263459.67680415383,259118.00762516097,256132.71208600572
2023-10-09,242848.74873554416,247343.64926378333,278385.359137508,271427.7734409119,269462.13017194584,266539.8634696155,264478.7737157127,260179.5501882822,257197.38914585512
2023-10-10,244193.61859037261,248162.02302627458,278281.3900126195,271507.0078761302,269611.23896466946,266742.32954926183,264725.4529437495,260652.32245284735,257707.14145726146
2023-10-11,246935.98824129128,251129.6365411274,282130.6144325616,275356.0325600364,273293.3749019162,270266.350176616,268180.8135436331,263998.29133342096,260972.71901263465
2023-10-12,246077.9021120628,250535.25618211727,282601.7694470274,275928.1346093535,273841.61696707783,270781.39717345,268687.9747035916,264347.5155631806,261165.8298368703
2023-10-13,242984.67514940831,246520.20151466233,279170.9478360918,272420.80120487907,270215.2502796225,267107.20739473705,265036.0306478628,260689.17577206934,257540.16400738747
2023-10-16,245732.01252993135,249352.27140442142,281276.1114278509,274669.2873118743,272579.1062992166,269443.11671896954,267331.6553626178,263074.8233515676,259974.7632921223
2023-10-17,244927.11159520957,248285.87037221136,278528.2001510684,272079.3833508894,270218.3465791251,267343.81285476853,265375.99053710717,261318.74975174488,258309.13700330348
2023-10-18,242714.15600563568,245882.72243268846,276295.130933922,269807.3298974785,268048.7112099465,265145.30343424005,263200.8773629048,259112.80120288578,256096.8072171012
2023-10-19,240443.1277122644,244133.20453125855,275908.96871662594,269339.5016865095,267452.8819615798,264411.2007861281,262260.57525255694,257875.9042732772,254786.28579029956
2023-10-20,236856.20787094513,239826.76584535663,272069.3806595783,265391.4015633001,263225.040656896,260184.10204377474,258111.35441938112,253756.12653276228,250637.1574514307
2023-10-23,237570.93816328672,239867.76125100066,273927.428074628,266992.38529643643,264643.0587910925,261432.0274566117,259249.92716083114,254631.42285693856,251394.08246843182
2023-10-24,239882.06184129586,241997.54688064582,275427.5570438084,268691.26495842636,266397.929553761,263214.2012116312,261087.35255272748,256563.98008723804,253319.3211125618
2023-10-25,235010.80386330775,239001.2197712138,276383.0389082735,268409.8222380374,265427.07044820895,261752.52619547077,259316.5547812234,254418.28374121932,251057.78487503593
2023-10-26,230529.7462009086,234770.66999561625,267643.24403718364,260490.6754238074,258275.3176051132,255233.25880374617,253080.60955585339,248728.16867602503,245555.69587630598
2023-10-27,231636.58143485463,235746.06312913788,269231.02698657376,261981.68479129317,259845.29801293585,256723.39501123645,254502.13588867604,249931.6536782624,246664.37920302787
2023-10-30,234246.02758345398,237820.20676191262,273855.39698569995,266318.42024540086,263828.0325484556,260547.48614675825,258171.5368726146,253179.90029568833,249720.71718265399
2023-10-31,235366.27117861708,239612.2919033764,274421.34353860456,267062.02925643686,264803.23034237546,261687.4849698725,259389.84586256737,254611.9581236459,251244.71575958226
2023-11-01,240451.5323398723,244543.16590675004,281389.2699845434,273732.91391278105,271336.8809740091,268041.29541188164,265695.28738356056,260613.49794920953,256918.20813030654
2023-11-02,244816.47210222232,248903.1451392409,285876.23344346735,278315.22658754286,276042.04816534964,272752.7163813857,270423.9649976878,265221.26706968853,261534.28587737906
2023-11-03,247692.7849886577,252443.0607125676,287855.51377141447,280500.2935843807,278399.61875830777,275123.91681167315,272881.69493158616,267880.6178096683,264265.0722819817
2023-11-06,248703.2181045701,253587.65942517124,291250.29663758486,283452.4660593125,281004.7588993485,277591.9981036049,275251.3720418007,269895.1358757162,266119.05169365363
2023-11-07,251054.0865359348,256661.46817530814,294601.5206784292,286786.8199914077,284212.5582464228,280735.40383489005,278304.05149485514,272841.21275308105,269016.8782036906
2023-11-08,252215.76336114018,258729.33268613284,297564.3305751563,289571.11521974334,286987.4106654897,283556.40115649445,281131.49308416666,275596.3532119227,271690.4615124174
2023-11-09,250274.80344883268,257177.5767613075,296562.80322320235,288442.3639875386,285861.6194228526,282417.10244944465,280039.285278133,274480.4855413645,270526.03695504897
2023-11-10,255901.58888826007,263970.98977303784,303709.1288794811,295464.17512205034,292943.10614167736,289478.5200178896,287112.9161623217,281446.02593213785,277281.58907877764
2023-11-13,255103.50482863034,262650.18288632313,301850.72011951864,293724.7787126957,291224.2260648568,287833.6330514246,285469.5151998177,279894.7399640357,275804.2620261858
2023-11-14,260595.04775480993,269005.3265740037,305844.56744048145,298037.88729828165,295787.9834659876,292562.1633637259,290291.0408175022,285011.7210047778,281004.17770633404
2023-11-15,261791.14205230505,270354.7679337567,306788.10806310317,298846.89651478594,296740.2427447271,293571.4716798782,291339.4427381174,286083.2985193797,282119.7271222751
2023-11-16,262015.1699899476,270955.1740854115,310462.4234344228,301419.74739337264,299133.44935693825,295828.80980758654,293460.7734302025,287830.10214109847,283688.39069072995
2023-11-17,262076.27618061384,271074.0694919572,308642.92502384423,299988.63991662156,298142.32617550204,294880.9526573198,292551.5234013717,287201.425123685,283177.1345995493
2023-11-20,265267.00967510237,274896.5282716109,313177.3053668572,304460.07714753784,302485.4951112448,299137.5635771973,296786.4013620295,291300.5527308643,287175.53290723887
2023-11-21,263725.9326176,272613.74383129895,311175.8859208048,302418.84188645333,300292.0508864118,296928.89898641076,294537.2125772301,289151.0116022337,285077.4687771111
2023-11-22,265805.38401126926,274612.4689289652,313280.9250263978,304304.8734291333,302153.1297076974,298841.9713117654,296484.8998844912,291050.61588518554,287030.58102343744
2023-11-24,265430.5729482703,274314.1348236686,311662.1190673641,302917.4716892916,300983.7326333565,297788.06230780826,295498.79733262,290274.5858646317,286320.6175404475
2023-11-27,265198.88848440873,274170.9462807807,312072.186800552,303121.88256951125,300965.0874365658,297766.745681492,295519.33393698593,290291.96497061924,286324.0467623604
2023-11-28,265893.9418759934,274678.09393100376,313339.59082368674,304164.29709957255,301840.1849860974,298524.03204662545,296172.76801091054,290945.82046236156,286954.02289095434
2023-11-29,266634.9941955975,276746.094175388,312829.35512958537,304092.76917347114,302018.9654157896,298979.3953040919,296757.57675407396,292041.2554599472,288222.5742161184
2023-11-30,265964.71131182974,276668.267896179,312443.35309877986,303999.56436053966,301885.1913653006,298863.9788983595,296650.0479588394,292075.83414282376,288275.5721167608
2023-12-01,266723.927902683,278237.1277214629,311985.0303519694,303958.57921998494,302075.48908352875,299185.12272397557,297036.6347868903,292607.1639341903,288922.50124452147
2023-12-04,264247.83855978964,275404.77791381604,307792.55289546686,299695.82573600335,298081.358651151,295328.62806958955,293208.4655291238,288902.73429257114,285358.2113355838
2023-12-05,264911.3277490557,276895.830007622,312319.8905057643,303447.74827567616,301273.3919714002,298237.2900115671,295889.76818046963,291189.24999163207,287440.43436461146
2023-12-06,264379.09487539285,275488.61274186004,310628.84590857493,301769.0305777884,299565.8676794409,296598.41055416845,294336.06344773615,289806.1686597093,286129.41172664677
2023-12-07,268073.1054358128,278463.48707323906,313721.1122347868,304984.80451625574,302925.53442414646,300021.7635377727,297792.63760113483,293316.2126522969,289547.9088429951
2023-12-08,269267.7946403031,280951.5898481801,316417.2448968041,307641.8122644743,305555.90993139386,302567.40490986174,300268.5953564987,295674.0849066448,291885.1147402031
2023-12-11,271567.9442997439,282886.8367412654,313569.604990326,306207.9777290991,305375.13591412426,302842.13851761195,300884.49714038376,296862.4207933929,293213.38777514984
2023-12-12,273730.7451913834,284575.598408193,316744.6725282475,309324.5276348251,307816.9389779707,305242.504953675,303277.8811181108,299209.2496096726,295510.0430409448
2023-12-13,278211.8172121803,288863.02367584466,320632.5885378088,312950.8945502856,311595.55985896464,309005.2676728089,307037.0704125728,303060.778783171,299399.40425228473
2023-12-14,277970.69139663293,289423.8524199489,317939.5709920422,310290.79143028345,309440.2787185011,306923.9223953886,305190.1351373532,301676.0295166113,298361.89041365
2023-12-15,279314.3785850102,290816.96723451803,319467.34884169913,312055.10829221964,311447.62544079614,308933.7200679583,307125.2726997166,303525.1597998224,300141.86967882555
2023-12-18,281073.6944742508,291486.3826451606,320031.63209506613,313085.5591320843,312483.98241976486,309952.07834193733,308077.09777286474,304281.26911973266,300887.15019337763
2023-12-19,282509.88380492385,292975.45646644005,320767.14808992523,313789.2744832071,313292.12977671606,310809.1920411433,308984.1341795246,305183.3152881286,301804.7985400621
2023-12-20,279311.8478525312,289275.7627739644,317908.9829298827,310740.04942070623,310035.53924372967,307470.9361053949,305510.8884472852,301617.93425347307,298256.62757480075
2023-12-21,282561.76406946825,292864.261374595,319723.2407240686,312962.4016308929,312572.5486028832,310118.82603952254,308372.41519106424,304562.1611980587,301238.19707938517
2023-12-22,282984.44550072635,293149.20061001176,319146.28198918264,312568.59428642964,312386.4781358149,310015.06437445444,308307.31882326526,304457.49787014973,301182.4817300752
2023-12-26,284716.8340664083,294597.90883634036,319282.79703289375,312999.86101624294,313149.59620328527,310909.6954702871,309285.89001857594,305545.0551486661,302336.4093928914
2023-12-27,286296.4433843172,295882.8480717571,320279.1894935428,314039.3163535062,314214.7800793763,312043.51013051247,310425.74037010886,306653.2946031493,303435.51855765196
2023-12-28,286157.23124949745,296077.4391155557,321148.42405592697,314709.49144389655,314810.5281460728,312615.2891420351,310957.0606784951,307120.7670399988,303883.90106705774
2023-12-29,284918.81836394465,294380.49462061655,320632.55457829934,314136.9886487874,314097.44759256265,311870.26147697517,310170.97334159375,306240.12334199826,302951.96722010104
2024-01-02,280097.35696120275,286649.9676094121,312794.07960680564,306564.4589807105,306535.4555742779,304254.27582375,302525.89310733497,298639.14999274974,295447.5026545347
2024-01-03,278133.536426653,283812.0890409614,312025.45624730934,305439.96823052084,304998.907525468,302565.85711105453,300781.24396592425,296748.87988549226,293482.1735309297
2024-01-04,276702.1279161575,282102.9910935182,309992.0864638372,303605.6096482249,303190.6787799235,300812.8140826936,299078.98455119925,295068.911590645,291846.1446571007
2024-01-05,277030.3045014906,282170.16665144765,310248.8304427772,304010.8959631339,303606.26002287504,301268.8784555098,299566.71616288467,295503.18480570003,292260.80710629007
2024-01-08,282755.93854347273,289354.2707559649,318256.80293488735,312101.0484498085,311550.1965415628,309077.0464821499,307322.793189026,303248.9948240165,299925.3901780154
2024-01-09,283314.55860417977,289866.98692780937,319053.06696859933,312961.8613842985,312389.33258852176,309904.06536426436,308070.7854953661,303902.4550905653,300481.96133893536
2024-01-10,286234.7407524055,293326.8127878922,324065.44339290337,317672.68266613054,316683.2523343325,314027.0068816248,312040.30519083893,307755.45626017754,304275.324341446
2024-01-11,286830.33237857814,294355.7340207361,324564.8302761143,318638.04431112774,317738.67939892854,315120.64345388353,313189.3031981857,308935.86632190546,305426.0847036475
2024-01-12,286977.4568516687,295011.09436494985,325959.2431202163,319877.47351485706,319090.0363293329,316439.4631695531,314401.11019392323,310034.9964003866,306458.05192155944
2024-01-16,286949.4073170615,295445.94317872747,326232.28110264236,320422.9677105481,319744.15514441737,317207.4989865678,315300.89723548276,310900.2648126274,307177.38157847105
2024-01-17,286330.79948593344,294829.0480162787,326054.0229667034,320305.42239353247,319535.7297291232,317013.3031240662,315093.79711804277,310581.7647336971,306800.169057753
2024-01-18,290395.0384454045,300562.7422844633,332701.2326180866,326530.6439711069,325936.37712219375,323398.886825923,321462.0065652043,316689.06907800044,312770.4885898332
2024-01-19,296153.82961486606,307089.27782137,338681.3463047772,333069.25867392623,333049.3227755652,330616.9728594115,328777.41047197214,323976.5678679101,319890.5574856109
2024-01-22,296540.62839272234,309092.64631867124,339892.06720290735,334045.0290745742,334038.1149711947,331596.29990874074,329805.73453826824,325241.3800761653,321264.5443502563
2024-01-23,297771.1004391413,310377.0605763202,341694.559144062,335549.3647424367,335583.06276225,333093.29333539633,331193.92848904675,326620.73085878807,322610.6772676346
2024-01-24,300423.52885156585,312864.28408660105,344595.9912991708,338636.01105211594,338792.98515215865,336440.0920199241,334588.7506241705,329900.96024706546,325704.6518081504
2024-01-25,300790.4325954382,313610.25165273517,345271.55555648997,339596.38099880074,339794.4573156578,337666.6899294628,335812.6818548742,330931.01668698137,326661.84679899755
2024-01-26,298998.3967777213,310355.05112850707,342744.34730891493,336781.9288419872,336501.7613499328,334341.61992976844,332458.49541281554,327614.830231092,323435.2794362514
2024-01-29,302060.28911771777,313980.1850675089,345629.35137512785,340024.78108015767,339564.42786740774,337398.01221671863,335535.04385145224,330747.20638871123,326592.89816903224
