etf,top_n,when,date,rank,ticker,share_of_each_1000
VGT,10,first purchase,2020-01-02,7,ADBE,39.2656431598792
VGT,10,first purchase,2020-01-02,8,NVDA,33.38470661995587
VGT,10,first purchase,2020-01-02,9,CRM,33.22967045826046
VGT,10,first purchase,2020-01-02,10,ACN,32.902250310483765
VGT,15,first purchase,2020-01-02,1,AAPL,283.21291770541035
VGT,15,first purchase,2020-01-02,2,MSFT,244.08514343307024
VGT,15,first purchase,2020-01-02,3,V,64.10762214601897
VGT,15,first purchase,2020-01-02,4,MA,57.52196064307757
VGT,15,first purchase,2020-01-02,5,INTC,56.57903867567954
VGT,15,first purchase,2020-01-02,6,CSCO,43.806139403800714
VGT,15,first purchase,2020-01-02,7,ADBE,34.16354410491827
VGT,15,first purchase,2020-01-02,8,NVDA,29.04676468424689
VGT,15,first purchase,2020-01-02,9,CRM,28.911873610990504
VGT,15,first purchase,2020-01-02,10,ACN,28.626997781658936
VGT,15,first purchase,2020-01-02,11,AVGO,26.840227814639942
VGT,15,first purchase,2020-01-02,12,ORCL,26.403901211368048
VGT,15,first purchase,2020-01-02,13,PYPL,25.79965210564477
VGT,15,first purchase,2020-01-02,14,TXN,25.55775924122307
VGT,15,first purchase,2020-01-02,15,IBM,25.336457438252268
VGT,20,first purchase,2020-01-02,1,AAPL,260.8655841050642
VGT,20,first purchase,2020-01-02,2,MSFT,224.82524465662772
VGT,20,first purchase,2020-01-02,3,V,59.04911552835048
VGT,20,first purchase,2020-01-02,4,MA,52.983105373863
VGT,20,first purchase,2020-01-02,5,INTC,52.114586057075904
VGT,20,first purchase,2020-01-02,6,CSCO,40.34955126886869
VGT,20,first purchase,2020-01-02,7,ADBE,31.467819194951847
VGT,20,first purchase,2020-01-02,8,NVDA,26.754786812373087
VGT,20,first purchase,2020-01-02,9,CRM,26.630539518497216
VGT,20,first purchase,2020-01-02,10,ACN,26.368142237264113
VGT,20,first purchase,2020-01-02,11,AVGO,24.72235999369913
VGT,20,first purchase,2020-01-02,12,ORCL,24.320462385548726
VGT,20,first purchase,2020-01-02,13,PYPL,23.763892448038227
VGT,20,first purchase,2020-01-02,14,TXN,23.541086497379403
VGT,20,first purchase,2020-01-02,15,IBM,23.337246840052998
VGT,20,first purchase,2020-01-02,16,QCOM,21.079825664118182
VGT,20,first purchase,2020-01-02,17,FIS,16.769117991140487
VGT,20,first purchase,2020-01-02,18,ADP,14.541604177810386
VGT,20,first purchase,2020-01-02,19,INTU,13.387469949237994
VGT,20,first purchase,2020-01-02,20,FISV,13.128459300038088
VGT,25,first purchase,2020-01-02,1,AAPL,247.68617821359817
VGT,25,first purchase,2020-01-02,2,MSFT,213.46666255717963
VGT,25,first purchase,2020-01-02,3,V,56.06584633341227
VGT,25,first purchase,2020-01-02,4,MA,50.30630209408954
VGT,25,first purchase,2020-01-02,5,INTC,49.481661959908244
VGT,25,first purchase,2020-01-02,6,CSCO,38.311018223065446
VGT,25,first purchase,2020-01-02,7,ADBE,29.878007479802395
VGT,25,first purchase,2020-01-02,8,NVDA,25.403086103559417
VGT,25,first purchase,2020-01-02,9,CRM,25.285116009960937
VGT,25,first purchase,2020-01-02,10,ACN,25.03597551875651
VGT,25,first purchase,2020-01-02,11,AVGO,23.473341200861068
VGT,25,first purchase,2020-01-02,12,ORCL,23.09174819411217
VGT,25,first purchase,2020-01-02,13,PYPL,22.56329718665756
VGT,25,first purchase,2020-01-02,14,TXN,22.35174779967631
VGT,25,first purchase,2020-01-02,15,IBM,22.158206494238286
VGT,25,first purchase,2020-01-02,16,QCOM,20.014834360256252
VGT,25,first purchase,2020-01-02,17,FIS,15.921911514267267
VGT,25,first purchase,2020-01-02,18,ADP,13.806935768292579
VGT,25,first purchase,2020-01-02,19,INTU,12.711110509467087
VGT,25,first purchase,2020-01-02,20,FISV,12.465185551458406
VGT,25,first purchase,2020-01-02,21,MU,11.077734467380804
VGT,25,first purchase,2020-01-02,22,AMAT,10.523424464695658
VGT,25,first purchase,2020-01-02,23,GPN,10.221188442362772
VGT,25,first purchase,2020-01-02,24,NOW,9.87448170458095
VGT,25,first purchase,2020-01-02,25,AMD,8.824997848360304
VGT,50,first purchase,2020-01-02,1,AAPL,220.04425702498614
VGT,50,first purchase,2020-01-02,2,MSFT,189.64365916894434
VGT,50,first purchase,2020-01-02,3,V,49.80886535490754
VGT,50,first purchase,2020-01-02,4,MA,44.69208959420533
VGT,50,first purchase,2020-01-02,5,INTC,43.95947977742975
VGT,50,first purchase,2020-01-02,6,CSCO,34.03548636248577
VGT,50,first purchase,2020-01-02,7,ADBE,26.543604510746782
VGT,50,first purchase,2020-01-02,8,NVDA,22.56808695630557
VGT,50,first purchase,2020-01-02,9,CRM,22.463282393595335
VGT,50,first purchase,2020-01-02,10,ACN,22.241946125753046
VGT,50,first purchase,2020-01-02,11,AVGO,20.85370270432756
VGT,50,first purchase,2020-01-02,12,ORCL,20.514695698520473
VGT,50,first purchase,2020-01-02,13,PYPL,20.045220130088975
VGT,50,first purchase,2020-01-02,14,TXN,19.857279777429337
VGT,50,first purchase,2020-01-02,15,IBM,19.68533779396497
VGT,50,first purchase,2020-01-02,16,QCOM,17.78116723365454
VGT,50,first purchase,2020-01-02,17,FIS,14.145016951867063
VGT,50,first purchase,2020-01-02,18,ADP,12.266073726187642
VGT,50,first purchase,2020-01-02,19,INTU,11.292543202011505
VGT,50,first purchase,2020-01-02,20,FISV,11.074063611994761
VGT,50,first purchase,2020-01-02,21,MU,9.841452873857067
VGT,50,first purchase,2020-01-02,22,AMAT,9.34900418906536
VGT,50,first purchase,2020-01-02,23,GPN,9.080497882172956
VGT,50,first purchase,2020-01-02,24,NOW,8.772483817476271
VGT,50,first purchase,2020-01-02,25,AMD,7.8401229684884095
VGT,50,first purchase,2020-01-02,26,ADI,7.278859068565061
VGT,50,first purchase,2020-01-02,27,LRCX,7.008994297686807
VGT,50,first purchase,2020-01-02,28,ADSK,6.679662394727946
VGT,50,first purchase,2020-01-02,29,CTSH,5.680444064885095
VGT,50,first purchase,2020-01-02,30,APH,5.337790774296115
VGT,50,first purchase,2020-01-02,31,TEL,5.3376847370666765
VGT,50,first purchase,2020-01-02,32,HPQ,5.049421865681349
VGT,50,first purchase,2020-01-02,33,KLAC,4.704708288391404
VGT,50,first purchase,2020-01-02,34,PAYX,4.560365451487431
VGT,50,first purchase,2020-01-02,35,WDAY,4.4703046602877645
VGT,50,first purchase,2020-01-02,36,MSI,4.422558063043932
VGT,50,first purchase,2020-01-02,37,MCHP,4.132485907522085
VGT,50,first purchase,2020-01-02,38,CPAY,4.129141389435321
VGT,50,first purchase,2020-01-02,39,XLNX,4.095378428291589
VGT,50,first purchase,2020-01-02,40,GLW,3.768604604365327
VGT,50,first purchase,2020-01-02,41,SPLK,3.728480236036155
VGT,50,first purchase,2020-01-02,42,PANW,3.679367311698931
VGT,50,first purchase,2020-01-02,43,ANSS,3.5889193358302243
VGT,50,first purchase,2020-01-02,44,XYZ,3.552729020968357
VGT,50,first purchase,2020-01-02,45,SNPS,3.4679802833050615
VGT,50,first purchase,2020-01-02,46,SWKS,3.440943772437334
VGT,50,first purchase,2020-01-02,47,HPE,3.433735425210122
VGT,50,first purchase,2020-01-02,48,CDW,3.4272868573217234
VGT,50,first purchase,2020-01-02,49,VRSN,3.4034157864649712
VGT,50,first purchase,2020-01-02,50,CDNS,3.2213181445267924
VGT,75,first purchase,2020-01-02,1,AAPL,207.92991149203849
VGT,75,first purchase,2020-01-02,2,MSFT,179.2029921578336
VGT,75,first purchase,2020-01-02,3,V,47.06668151574968
VGT,75,first purchase,2020-01-02,4,MA,42.23160540228124
VGT,75,first purchase,2020-01-02,5,INTC,41.539328782932586
VGT,75,first purchase,2020-01-02,6,CSCO,32.1616922096565
VGT,75,first purchase,2020-01-02,7,ADBE,25.08226940897868
VGT,75,first purchase,2020-01-02,8,NVDA,21.32562052204071
VGT,75,first purchase,2020-01-02,9,CRM,21.226585883541482
VGT,75,first purchase,2020-01-02,10,ACN,21.01743509176599
VGT,75,first purchase,2020-01-02,11,AVGO,19.705620206664815
VGT,75,first purchase,2020-01-02,12,ORCL,19.385276937244043
VGT,75,first purchase,2020-01-02,13,PYPL,18.941647938644223
VGT,75,first purchase,2020-01-02,14,TXN,18.7640544789346
VGT,75,first purchase,2020-01-02,15,IBM,18.60157861209363
VGT,75,first purchase,2020-01-02,16,QCOM,16.802240508822276
VGT,75,first purchase,2020-01-02,17,FIS,13.366275323973262
VGT,75,first purchase,2020-01-02,18,ADP,11.590775686326621
VGT,75,first purchase,2020-01-02,19,INTU,10.670842039961306
VGT,75,first purchase,2020-01-02,20,FISV,10.46439065409378
VGT,75,first purchase,2020-01-02,21,MU,9.299640230018843
VGT,75,first purchase,2020-01-02,22,AMAT,8.834302880035274
VGT,75,first purchase,2020-01-02,23,GPN,8.580578954757588
VGT,75,first purchase,2020-01-02,24,NOW,8.289522336981772
VGT,75,first purchase,2020-01-02,25,AMD,7.408491805079844
VGT,75,first purchase,2020-01-02,26,ADI,6.878127801889857
VGT,75,first purchase,2020-01-02,27,LRCX,6.623120201681674
VGT,75,first purchase,2020-01-02,28,ADSK,6.3119193807215295
VGT,75,first purchase,2020-01-02,29,CTSH,5.367712148528897
VGT,75,first purchase,2020-01-02,30,APH,5.043923337369276
VGT,75,first purchase,2020-01-02,31,TEL,5.043823137927444
VGT,75,first purchase,2020-01-02,32,HPQ,4.771430328662779
VGT,75,first purchase,2020-01-02,33,KLAC,4.445694658097819
VGT,75,first purchase,2020-01-02,34,PAYX,4.309298490764333
VGT,75,first purchase,2020-01-02,35,WDAY,4.224195918235375
VGT,75,first purchase,2020-01-02,36,MSI,4.17907796845026
VGT,75,first purchase,2020-01-02,37,MCHP,3.904975483616431
VGT,75,first purchase,2020-01-02,38,CPAY,3.9018150950692974
VGT,75,first purchase,2020-01-02,39,XLNX,3.8699109244390755
VGT,75,first purchase,2020-01-02,40,GLW,3.5611273496912594
VGT,75,first purchase,2020-01-02,41,SPLK,3.5232119936253596
VGT,75,first purchase,2020-01-02,42,PANW,3.4768029386987656
VGT,75,first purchase,2020-01-02,43,ANSS,3.3913344976165756
VGT,75,first purchase,2020-01-02,44,XYZ,3.357136609119797
VGT,75,first purchase,2020-01-02,45,SNPS,3.277053639631572
VGT,75,first purchase,2020-01-02,46,SWKS,3.251505600397166
VGT,75,first purchase,2020-01-02,47,HPE,3.2446941024684204
VGT,75,first purchase,2020-01-02,48,CDW,3.2386005548866135
VGT,75,first purchase,2020-01-02,49,VRSN,3.216043685111543
VGT,75,first purchase,2020-01-02,50,CDNS,3.043971270757121
VGT,75,first purchase,2020-01-02,51,KEYS,3.0194227946806165
VGT,75,first purchase,2020-01-02,52,WDC,2.9426979491315732
VGT,75,first purchase,2020-01-02,53,MXIM,2.614067649117145
VGT,75,first purchase,2020-01-02,54,MRVL,2.6126298617994133
VGT,75,first purchase,2020-01-02,55,GEN,2.4707782182036766
VGT,75,first purchase,2020-01-02,56,FTNT,2.430729899451952
VGT,75,first purchase,2020-01-02,57,NTAP,2.32101034561516
VGT,75,first purchase,2020-01-02,58,CTXS,2.2738585255559665
VGT,75,first purchase,2020-01-02,59,STX,2.257617507612861
VGT,75,first purchase,2020-01-02,60,AKAM,2.2323167095550933
VGT,75,first purchase,2020-01-02,61,BR,2.212030388248251
VGT,75,first purchase,2020-01-02,62,SSNC,2.196582205526885
VGT,75,first purchase,2020-01-02,63,IT,2.1766807496880998
VGT,75,first purchase,2020-01-02,64,ZBRA,2.16538683487836
VGT,75,first purchase,2020-01-02,65,QRVO,2.14497960797462
VGT,75,first purchase,2020-01-02,66,LDOS,2.0950604169637668
VGT,75,first purchase,2020-01-02,67,PAYC,2.0592344319298164
VGT,75,first purchase,2020-01-02,68,OKTA,1.9259919526135072
VGT,75,first purchase,2020-01-02,69,RNG,1.895633064417464
VGT,75,first purchase,2020-01-02,70,VMW,1.8941083089825312
VGT,75,first purchase,2020-01-02,71,GDDY,1.8827742964006813
VGT,75,first purchase,2020-01-02,72,EPAM,1.8230145346098592
VGT,75,first purchase,2020-01-02,73,TER,1.8155075751341647
VGT,75,first purchase,2020-01-02,74,TYL,1.813388058636547
VGT,75,first purchase,2020-01-02,75,WU,1.7786299353630444
VGT,5,last purchase,2025-12-31,1,NVDA,342.1930623342907
VGT,5,last purchase,2025-12-31,2,AAPL,291.42396446766065
VGT,5,last purchase,2025-12-31,3,MSFT,239.38522341098619
VGT,5,last purchase,2025-12-31,4,AVGO,88.29293902151461
VGT,5,last purchase,2025-12-31,5,PLTR,38.70481076554798
VGT,10,last purchase,2025-12-31,1,NVDA,296.53140598594
VGT,10,last purchase,2025-12-31,2,AAPL,252.53684961377542
VGT,10,last purchase,2025-12-31,3,MSFT,207.44206906501262
VGT,10,last purchase,2025-12-31,4,AVGO,76.51128041019017
VGT,10,last purchase,2025-12-31,5,PLTR,33.540107085851865
VGT,10,last purchase,2025-12-31,6,AMD,28.868286908774596
VGT,10,last purchase,2025-12-31,7,MU,27.747505244578516
VGT,10,last purchase,2025-12-31,8,ORCL,27.394918269995365
VGT,10,last purchase,2025-12-31,9,CSCO,25.752384836568837
VGT,10,last purchase,2025-12-31,10,IBM,23.675192579312643
VGT,15,last purchase,2025-12-31,1,NVDA,271.85348638154375
VGT,15,last purchase,2025-12-31,2,AAPL,231.52024244801788
VGT,15,last purchase,2025-12-31,3,MSFT,190.17833713100384
VGT,15,last purchase,2025-12-31,4,AVGO,70.14386303490676
VGT,15,last purchase,2025-12-31,5,PLTR,30.748834224093876
VGT,15,last purchase,2025-12-31,6,AMD,26.46581199694295
VGT,15,last purchase,2025-12-31,7,MU,25.4383039599067
VGT,15,last purchase,2025-12-31,8,ORCL,25.1150599582319
VGT,15,last purchase,2025-12-31,9,CSCO,23.609221347678716
VGT,15,last purchase,2025-12-31,10,IBM,21.70489706491921
VGT,15,last purchase,2025-12-31,11,CRM,19.698459550462147
VGT,15,last purchase,2025-12-31,12,LRCX,17.353275113414877
VGT,15,last purchase,2025-12-31,13,AMAT,16.548261519558906
VGT,15,last purchase,2025-12-31,14,QCOM,14.842980453700411
VGT,15,last purchase,2025-12-31,15,INTU,14.778965815618147
VGT,20,last purchase,2025-12-31,1,NVDA,254.971677358238
VGT,20,last purchase,2025-12-31,2,AAPL,217.1430844793635
VGT,20,last purchase,2025-12-31,3,MSFT,178.3684670037196
VGT,20,last purchase,2025-12-31,4,AVGO,65.78800460662727
VGT,20,last purchase,2025-12-31,5,PLTR,28.83936470074962
VGT,20,last purchase,2025-12-31,6,AMD,24.822313545898485
VGT,20,last purchase,2025-12-31,7,MU,23.858612652489636
VGT,20,last purchase,2025-12-31,8,ORCL,23.555441755547964
VGT,20,last purchase,2025-12-31,9,CSCO,22.143114102612593
VGT,20,last purchase,2025-12-31,10,IBM,20.357046308993233
VGT,20,last purchase,2025-12-31,11,CRM,18.475206405503428
VGT,20,last purchase,2025-12-31,12,LRCX,16.275655398866153
VGT,20,last purchase,2025-12-31,13,AMAT,15.520632283092805
VGT,20,last purchase,2025-12-31,14,QCOM,13.921247336750978
VGT,20,last purchase,2025-12-31,15,INTU,13.861207938821726
VGT,20,last purchase,2025-12-31,16,ACN,12.67109436886695
VGT,20,last purchase,2025-12-31,17,KLAC,12.468828160691269
VGT,20,last purchase,2025-12-31,18,INTC,12.423021621650937
VGT,20,last purchase,2025-12-31,19,APH,12.401546199912728
VGT,20,last purchase,2025-12-31,20,APP,12.13443377160322
VGT,25,last purchase,2025-12-31,1,NVDA,241.35083101042852
VGT,25,last purchase,2025-12-31,2,AAPL,205.5430800403322
VGT,25,last purchase,2025-12-31,3,MSFT,168.83984206967065
VGT,25,last purchase,2025-12-31,4,AVGO,62.273542484558554
VGT,25,last purchase,2025-12-31,5,PLTR,27.29873650460123
VGT,25,last purchase,2025-12-31,6,AMD,23.496280308368352
VGT,25,last purchase,2025-12-31,7,MU,22.584061296909574
VGT,25,last purchase,2025-12-31,8,ORCL,22.297086097651487
VGT,25,last purchase,2025-12-31,9,CSCO,20.96020642447885
VGT,25,last purchase,2025-12-31,10,IBM,19.269552189085722
VGT,25,last purchase,2025-12-31,11,CRM,17.488242087345615
VGT,25,last purchase,2025-12-31,12,LRCX,15.406193332746641
VGT,25,last purchase,2025-12-31,13,AMAT,14.691504319786382
VGT,25,last purchase,2025-12-31,14,QCOM,13.177560144085575
VGT,25,last purchase,2025-12-31,15,INTU,13.120728111862517
VGT,25,last purchase,2025-12-31,16,ACN,11.994191619333565
VGT,25,last purchase,2025-12-31,17,KLAC,11.802730677732821
VGT,25,last purchase,2025-12-31,18,INTC,11.759371170599948
VGT,25,last purchase,2025-12-31,19,APH,11.739042987734624
VGT,25,last purchase,2025-12-31,20,APP,11.486199977037655
VGT,25,last purchase,2025-12-31,21,TXN,11.433097785869846
VGT,25,last purchase,2025-12-31,22,NOW,11.187202037684063
VGT,25,last purchase,2025-12-31,23,ADBE,10.743125132317948
VGT,25,last purchase,2025-12-31,24,ADI,10.037380103506035
VGT,25,last purchase,2025-12-31,25,ANET,10.020212086271588
VGT,50,last purchase,2025-12-31,1,NVDA,214.37394276052967
VGT,50,last purchase,2025-12-31,2,AAPL,182.56858818723197
VGT,50,last purchase,2025-12-31,3,MSFT,149.9678392985376
VGT,50,last purchase,2025-12-31,4,AVGO,55.312943304112075
VGT,50,last purchase,2025-12-31,5,PLTR,24.247431642857286
VGT,50,last purchase,2025-12-31,6,AMD,20.869993398505738
VGT,50,last purchase,2025-12-31,7,MU,20.059737285739004
VGT,50,last purchase,2025-12-31,8,ORCL,19.8048386194204
VGT,50,last purchase,2025-12-31,9,CSCO,18.617388112891824
VGT,50,last purchase,2025-12-31,10,IBM,17.115706047954774
VGT,50,last purchase,2025-12-31,11,CRM,15.533501138236906
VGT,50,last purchase,2025-12-31,12,LRCX,13.684172512872667
VGT,50,last purchase,2025-12-31,13,AMAT,13.049367565591165
VGT,50,last purchase,2025-12-31,14,QCOM,11.704643867290335
VGT,50,last purchase,2025-12-31,15,INTU,11.654164211712832
VGT,50,last purchase,2025-12-31,16,ACN,10.653545864736374
VGT,50,last purchase,2025-12-31,17,KLAC,10.483485389851076
VGT,50,last purchase,2025-12-31,18,INTC,10.44497237350341
VGT,50,last purchase,2025-12-31,19,APH,10.42691636478054
VGT,50,last purchase,2025-12-31,20,APP,10.202334775914123
VGT,50,last purchase,2025-12-31,21,TXN,10.155168059967018
VGT,50,last purchase,2025-12-31,22,NOW,9.936757206248602
VGT,50,last purchase,2025-12-31,23,ADBE,9.542316811352611
VGT,50,last purchase,2025-12-31,24,ADI,8.91545613812992
VGT,50,last purchase,2025-12-31,25,ANET,8.900207068845505
VGT,50,last purchase,2025-12-31,26,PANW,7.951789828971866
VGT,50,last purchase,2025-12-31,27,CRWD,7.636253238024366
VGT,50,last purchase,2025-12-31,28,SNPS,6.031072101292865
VGT,50,last purchase,2025-12-31,29,CDNS,5.814108169753192
VGT,50,last purchase,2025-12-31,30,MRVL,5.243368241484017
VGT,50,last purchase,2025-12-31,31,GLW,5.112818298723866
VGT,50,last purchase,2025-12-31,32,SNOW,4.8712673480356345
VGT,50,last purchase,2025-12-31,33,TEL,4.842902396841657
VGT,50,last purchase,2025-12-31,34,ADSK,4.63596286974596
VGT,50,last purchase,2025-12-31,35,WDC,4.632942081372265
VGT,50,last purchase,2025-12-31,36,MSI,4.518938822839774
VGT,50,last purchase,2025-12-31,37,STX,4.476370900930941
VGT,50,last purchase,2025-12-31,38,NET,4.3899290954087355
VGT,50,last purchase,2025-12-31,39,NXPI,4.213756665591266
VGT,50,last purchase,2025-12-31,40,FTNT,3.90729192454092
VGT,50,last purchase,2025-12-31,41,ROP,3.739671088284739
VGT,50,last purchase,2025-12-31,42,WDAY,3.583999301714427
VGT,50,last purchase,2025-12-31,43,CTSH,3.5067189530402434
VGT,50,last purchase,2025-12-31,44,FICO,3.454159938456663
VGT,50,last purchase,2025-12-31,45,MPWR,3.401399770099204
VGT,50,last purchase,2025-12-31,46,KEYS,3.1946894275627953
VGT,50,last purchase,2025-12-31,47,DELL,3.1819096170343926
VGT,50,last purchase,2025-12-31,48,MDB,3.164406354262926
VGT,50,last purchase,2025-12-31,49,CIEN,3.1470520101707313
VGT,50,last purchase,2025-12-31,50,DDOG,3.121803549003017
VGT,75,last purchase,2025-12-31,1,NVDA,202.20883639003435
VGT,75,last purchase,2025-12-31,2,AAPL,172.2083444626026
VGT,75,last purchase,2025-12-31,3,MSFT,141.45759456577167
VGT,75,last purchase,2025-12-31,4,AVGO,52.1740924237541
VGT,75,last purchase,2025-12-31,5,PLTR,22.871459445171965
VGT,75,last purchase,2025-12-31,6,AMD,19.68568113380123
VGT,75,last purchase,2025-12-31,7,MU,18.921404731405183
VGT,75,last purchase,2025-12-31,8,ORCL,18.68097083328337
VGT,75,last purchase,2025-12-31,9,CSCO,17.560904737078186
VGT,75,last purchase,2025-12-31,10,IBM,16.144438822104988
VGT,75,last purchase,2025-12-31,11,CRM,14.652019502831475
VGT,75,last purchase,2025-12-31,12,LRCX,12.907634972593055
VGT,75,last purchase,2025-12-31,13,AMAT,12.308853385281298
VGT,75,last purchase,2025-12-31,14,QCOM,11.040438899835825
VGT,75,last purchase,2025-12-31,15,INTU,10.992823819923343
VGT,75,last purchase,2025-12-31,16,ACN,10.04898769409974
VGT,75,last purchase,2025-12-31,17,KLAC,9.888577663385762
VGT,75,last purchase,2025-12-31,18,INTC,9.85225015025031
VGT,75,last purchase,2025-12-31,19,APH,9.835218768233053
VGT,75,last purchase,2025-12-31,20,APP,9.623381540375412
VGT,75,last purchase,2025-12-31,21,TXN,9.57889140027169
VGT,75,last purchase,2025-12-31,22,NOW,9.372874736041702
VGT,75,last purchase,2025-12-31,23,ADBE,9.000817702196686
VGT,75,last purchase,2025-12-31,24,ADI,8.409529574177181
VGT,75,last purchase,2025-12-31,25,ANET,8.395145845836293
VGT,75,last purchase,2025-12-31,26,PANW,7.500548564014005
VGT,75,last purchase,2025-12-31,27,CRWD,7.202917769560381
VGT,75,last purchase,2025-12-31,28,SNPS,5.688826058254359
VGT,75,last purchase,2025-12-31,29,CDNS,5.484174207519625
VGT,75,last purchase,2025-12-31,30,MRVL,4.945822133146664
VGT,75,last purchase,2025-12-31,31,GLW,4.822680525186389
VGT,75,last purchase,2025-12-31,32,SNOW,4.594836898117703
VGT,75,last purchase,2025-12-31,33,TEL,4.568081576545802
VGT,75,last purchase,2025-12-31,34,ADSK,4.372885274055491
VGT,75,last purchase,2025-12-31,35,WDC,4.370035906757583
VGT,75,last purchase,2025-12-31,36,MSI,4.262502006155315
VGT,75,last purchase,2025-12-31,37,STX,4.222349691718749
VGT,75,last purchase,2025-12-31,38,NET,4.140813210721969
VGT,75,last purchase,2025-12-31,39,NXPI,3.9746380609875187
VGT,75,last purchase,2025-12-31,40,FTNT,3.68556431496985
VGT,75,last purchase,2025-12-31,41,ROP,3.5274554803903166
VGT,75,last purchase,2025-12-31,42,WDAY,3.3806176212000145
VGT,75,last purchase,2025-12-31,43,CTSH,3.3077227106526124
VGT,75,last purchase,2025-12-31,44,FICO,3.258146269393495
VGT,75,last purchase,2025-12-31,45,MPWR,3.208380089260206
VGT,75,last purchase,2025-12-31,46,KEYS,3.0133999657628054
VGT,75,last purchase,2025-12-31,47,DELL,3.0013453728260133
VGT,75,last purchase,2025-12-31,48,MDB,2.9848353700128407
VGT,75,last purchase,2025-12-31,49,CIEN,2.9684658351710294
VGT,75,last purchase,2025-12-31,50,DDOG,2.9446501517553187
VGT,75,last purchase,2025-12-31,51,LITE,2.905009076495783
VGT,75,last purchase,2025-12-31,52,MCHP,2.825735968890101
VGT,75,last purchase,2025-12-31,53,TER,2.8012171073543324
VGT,75,last purchase,2025-12-31,54,SNDK,2.669911399537326
VGT,75,last purchase,2025-12-31,55,HPE,2.608106483451493
VGT,75,last purchase,2025-12-31,56,COHR,2.561299714719513
VGT,75,last purchase,2025-12-31,57,MSTR,2.518650009951314
VGT,75,last purchase,2025-12-31,58,FSLR,2.454134429694727
VGT,75,last purchase,2025-12-31,59,TEAM,2.3962006151574085
VGT,75,last purchase,2025-12-31,60,TWLO,2.3352329843295556
VGT,75,last purchase,2025-12-31,61,JBL,2.2914656922373524
VGT,75,last purchase,2025-12-31,62,TDY,2.226539170883959
VGT,75,last purchase,2025-12-31,63,ON,2.186375722844205
VGT,75,last purchase,2025-12-31,64,ALAB,2.113761777228239
VGT,75,last purchase,2025-12-31,65,FLEX,2.0984293217003493
VGT,75,last purchase,2025-12-31,66,ZM,2.097013375559013
VGT,75,last purchase,2025-12-31,67,VRSN,2.0841024342327747
VGT,75,last purchase,2025-12-31,68,IT,1.9881578794565833
VGT,75,last purchase,2025-12-31,69,CRDO,1.978842646450474
VGT,75,last purchase,2025-12-31,70,NTAP,1.976881565879164
VGT,75,last purchase,2025-12-31,71,PTC,1.9442200606353541
VGT,75,last purchase,2025-12-31,72,TYL,1.9406399157289242
VGT,75,last purchase,2025-12-31,73,TRMB,1.9389595966069146
VGT,75,last purchase,2025-12-31,74,HPQ,1.914785477805805
VGT,75,last purchase,2025-12-31,75,HUBS,1.8914593086927833
